Identifikationsnr|Typ av objekt|Benämning|Material|Namn-Konstnär|Konstnär-KulturNav|Namn-Konstruktör|Konstruktör-KulturNav|Namn-Konstruktör|Namn-Fotograf|Namn-Tillverkare|Namn-Tillverkare|Namn-Tillverkare|Datering-Fotografering|Datering-Produktion|Avbildade namn|Avbildade-KulturNav|Avbildade namn|Avbildade namn|Avbildade - orter|Ämnesord|Beskrivning|Motiv-ämnesord|Motiv-beskrivning|Rättigheter|Samling|Dimukode
O 09635|Föremål|Fartygsporträtt||Hägg, Jacob|||||Jonson, Johan|||||1909|NORRKÖPING|||||Korvett|Ram: Förgylld ornerad|Fartygsporträtt, Igenkänningsflagga, Korvett, Norrköping, Rår, Råsegel, Svensk flagga, Svensk örlog, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011024826098
O 10064.1-164|Föremål|Mallskrin|||||||Karlsson, Anneli|||||||||||Ritbestick, Rittillbehör||||Erkännande-Dela lika|Sjöhistoriska museet|021025899997
O 10138|Föremål|Fartygsmodell|Metall, Trä||||||Okänd fotograf|Sverrevarvet|||||GOTLAND|http://kulturnav.org/8a663b8f-5fd1-45ca-aed9-c0590162dbea||||Flygplanskryssare, Örlogsfartyg|Fartygsmodell av flygplankryssare Gotland. Skrov av trä, överbyggnadsdetaljer av metall|||Erkännande-Dela lika|Sjöhistoriska museet|021025899708
O 10232|Föremål|Öltunna|||||||Okänd fotograf|||||||||||Dryck, Behållare, Galärkagge, Tunna||||Erkännande-Dela lika|Sjöhistoriska museet|011024826290
O 10598.A|Föremål|Etui|||||||Karlsson, Anneli|||||||||||Plakett, Rysk|Rektangulärt etui med urtagning för plaketten klädd med blå sammet|||Erkännande-Dela lika|Sjöhistoriska museet|021025899998
O 10599.A|Föremål|Etui|||||||Karlsson, Anneli|||||||||||Plakett, Rysk||||Erkännande-Dela lika|Sjöhistoriska museet|021025899999
O 10635|Föremål|Ammunitionslåda|||||||Karlsson, Anneli|||||||||||Ammunition, Förvaring||||Erkännande-Dela lika|Sjöhistoriska museet|021025900000
O 11095.1-2|Föremål|Galärkagge|||||||Okänd fotograf|||||||||||Öltunna, Dryck, Behållare, Tunna||||Erkännande-Dela lika|Sjöhistoriska museet|021025900001
O 11117|Föremål|Medaljong|||||||Karlsson, Anneli|||||||||||Minnesmedalj, Kungliga ingenjörsvetenskapsakademien||||Erkännande-Dela lika|Sjöhistoriska museet|021025915852
S 0085|Föremål|Fartygsporträtt|Papper||||||Jonson, Johan||||||IDA|||||Kaptenstavla, Skonert, Unionsflagga||Fartygsporträtt, Ida, Kaptenstavla, Skonert, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|021025885637
S 0503|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|||||||||||Engelsk kutter, Kutter|Kuttermodell. Riggad med för-, stor- och toppsegel. På däck två nedgångskappar, skylight och akterut styrrum. Två åror, 1 båtshake samt 1 jolle. Skrovet svart, brun botten. Grönt skrå||Engelsk kutter|Erkännande-Dela lika|Sjöhistoriska museet|021025738664
S 0660|Föremål|Fartygsmodell|Metall, Bomull, Ek||||||Karlsson, Anneli|Jungblut||||1929||||||Flöjt|Flöjtskeppsmodell. Riggat med stående och löpande gods, segel av bomull||Flöjt|Erkännande-Dela lika|Sjöhistoriska museet|011024829084
S 0777|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Melö, Olof |||||GJÖA|||||Expeditionsfartyg, Ishavsjakt, Jakt, Segelfartyg, Skuta|Segelfartygsmodell, "Gjöa". Komplett med segel. Däckshus med vita paneler. På låringarna fartygsnamnet målat i guld. Utsiktstunna. Norskflaggad|||Erkännande-Dela lika|Sjöhistoriska museet|021025691955
S 0963|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Pettersson||||1931|GÖTHA|||||Hjulångare, Passagerarfartyg, Passagerarhjulångfartyg, Ångbåt, Ångfartyg|Hjulångf. "Götha", fullt utrustad modell. Hjulhus med svängda tak. Skonertriggad|||Erkännande-Dela lika|Sjöhistoriska museet|021025899149
S 0967|Föremål|Fartygsmodell|Ek||||||Kristensson, Karolina||||||OSEBERGSKEPPET|||||Vikingaskepp|Osebergsskeppet i modell, uppsvängda stävar och till hälften inlagda durkbrädor|||Erkännande-Dela lika|Sjöhistoriska museet|011024829112
S 0968|Föremål|Fartygsmodell|Ek||||||Kristensson, Karolina||||||Gokstadsskeppet|||||Vikingaskepp|Modell av Gokstadsskeppet. Durkbrädor till hälften inlagda. 32 åror. Roder på styrbords låring. 2 tältsaxar, 1 landgång, 32 gula och 30 svarta sköldar|||Erkännande-Dela lika|Sjöhistoriska museet|011024829115
S 1036|Föremål|Fartygsmodell|Bomull, Trä, Tågvirke||||||Kristensson, Karolina||||||SAGA|||||Bark, Barkskepp , Segelfartyg|Modell av barkskeppet "SAGA". Bomullssegel. Komplett stående och löpande rigg. Skans med 2 livbåtar. 2 ankare, ankarspel, gångspel på däck, 1 lastlucka. Ornerad akterspegel med "Saga-Stockholm" i guld|||Erkännande-Dela lika|Sjöhistoriska museet|011024829168
S 1212|Föremål|Fartygsmodell|Textil, Trä, Tågvirke||||||Karlsson, Anneli|||||||||||Båt, Mindre segelskepp, Segelbåt, Segeleka, Segeljulle|Fartygsmodell av mindre seglande skepp. Fullt utrustat med segel. Rak stäv, akterspegel. Tofter och durk, ryggbräda innanför akterspegeln. Mast i främre toften, gaffelstorsegel och stagfock. Roder, båtshake och 4 åror, Fernissat skrå||Segeleka|Erkännande-Dela lika|Sjöhistoriska museet|021025737687
S 1370|Föremål|Fartygsporträtt||Emanuel, A|||||Okänd fotograf|||||1898|OSCAR II|||||Lastångfartyg , Trunkångare|Ångfartyget "Oscar II". Fartyget har två master. Grått skrov, svart skorsten med blått bälte, gula kanter och gul femuddig stjärna. Namnsignal på mellanstaget. Akterut, svensk flagg med unionsmärke. Ram: Förgylld Duk i kilram|Lastångfartyg, Namnsignal, Oscar II, Trunkångare, Unionsflagga, Lastfartyg, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021025512699
S 1371|Föremål|Fartygsporträtt|Duk|Hopper, F|||||Okänd fotograf|||||1896|AXEL JOHNSON|||||Ångfartyg|Ångfartyget "Axel Johnson". Fartyget har två master. Grått skrov, svart skorsten med blått bälte, gula kanter och gul femuddig stjärna|Axel Johnson, Dover, Johnsonbåt, Namnsignal, Unionsflagga, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021025691979
S 1438|Föremål|Fartygsporträtt|Papper i passepartout under glas||||||Karlsson, Anneli||||||FRIFARAREN|||||Blekingeeka|Blekingseka, seglande bidevind för styrbords halsar, förande två stagsegel samt sprisegel. Större vit flagg med röd bård och unionsmärke samt "Frifararen" i gult. Till vänster seglare, till höger hjulångare, samt en jakt. Ram: Förgylld|Blekingeeka, Hjulångare, Namnvimpel, Råsegel, Sprisegel, Svensk flagga, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|021025887546
S 1525|Föremål|Fartygsporträtt|||||||Jonson, Johan||||||JACOB|||||Brigg|Fartyget ligger för styrbords halsar visande lovarts sida och förande alla segel. Skrovet i mörkgrått med "Jacob" i gult, förut. Sign, oläslig.Ram: Förgylld Duk i kilram|Brigg, Fartygsporträtt, Kaptenstavla||Erkännande-Dela lika|Sjöhistoriska museet|011024829230
S 1536|Föremål|Fartygsmodell|Textil, Trä||||||Karlsson, Anneli|Wahlström, Oscar |Svensson, Sam |Svensson, Alice ||1931|FALKEN 1834|||||Fritidsbåt, Koster, Lustjakt, Nöjesbåt, Nöjesseglare, Segelbåt|Modell av Falkenholms segelbåt "FALKEN 1834". Däckad lustjakt av kostertyp, helt klinkbyggd och riggad med segel|||Erkännande-Dela lika|Sjöhistoriska museet|021025691984
S 1546|Föremål|Fartygsporträtt|I grå passepartout med guld||||||Karlsson, Anneli|||||||||||Handelsfregatt, 3-mastbark|Ram: Förgylld patinerad|Fregatt, Handelsfartyg, Kust, Svensk flagga|Tremastad handelsfregatt|Erkännande-Dela lika|Sjöhistoriska museet|021025915861
S 1569|Föremål|Fartygsmodell|||||||Kristensson, Karolina|Werner, R.|Svensson, Sam||||GERDA|||||Brigg|Modellen riggad med löpande och stående rigg samt femton segel av bomull. Namnbräde i blått och vitt: "Gerda. Pataholm"|||Erkännande-Dela lika|Sjöhistoriska museet|011024829242
S 1575|Föremål|Fartygsmodell|||||||Karlsson, Anneli|AB Gustafsson & Söner||||1932||||||Fiskefartyg, Fiskeskuta, Koster, Skuta, Öresundskoster|Modell av den för Öresund typiska sillfiskebåten Öresundskostern. Byggd på klink av ek, riggad, däckad fiskebåt||Öresundskoster|Erkännande-Dela lika|Sjöhistoriska museet|021025810573
S 1613.B|Föremål|Fartygsmodell|Trä papper||||||Kristensson, Karolina|Victor Carlson Gökalund|||||Gokstadsskeppet|||||Vikingaskepp|Fartygsmodell av trä. Vikingaskepp på vattenlinje. Sexton roddbänkar, styråra på styrbords sida|||Erkännande-Dela lika|Sjöhistoriska museet|011024829247
S 1620|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina||||||OSEBERGSKEPPET|||||Vikingaskepp|Fartygsmodell, vattenlinjemodell, hel i block av trä, vikingaskepp ("Osebergsskeppet") 800-t|||Erkännande-Dela lika|Sjöhistoriska museet|011024829252
S 1622|Föremål|Fartygsmodell|||||||Kristensson, Karolina||||||SAGA AV HVEN|||||3-mastskonare, Skonare, Tremastad skonare|Fartygsmodell. hel, spantbyggd av trä, 3-mastskonaren "SAGA" av Hven. Byggd med halva bordläggningen på styr- bordssidan och däcket om babord öppna. Riggad med stående och löpande rigg, komplett med 14 segel av bomull|||Erkännande-Dela lika|Sjöhistoriska museet|011024829260
S 1869.A|Föremål|Fartygsmodell|Textil, Trä||||||Karlsson, Anneli|||||||||||Kutter [segelbåt], Lotsbåt, Lotskutter, Segelkutter|||Lotskutter|Erkännande-Dela lika|Sjöhistoriska museet|021025737689
S 1915|Föremål|Fartygsmodell|Bomull, Trä||||||Kristensson, Karolina|||||1859|PRINCE OSCAR|||||Fullriggare, Tremastad fullriggare|Fartygsmodell, hel, i block av trä, fullriggaren "PRINCE OSCAR" av Liverpool. Fartyget byggt av Pile, Spencer & Co West Hartlepool år I864|||Erkännande-Dela lika|Sjöhistoriska museet|011024829327
S 1929|Föremål|Maskinmodell|Mässing, Gjutjärn||||||Karlsson, Anneli|||||||||||Högtrycksångmaskin, Tvåcylindrig, Ångmaskin|Tvåcylindrig, högtrycksångmaskin med diametralt ställda vevar och Stephensen´s slidomkastning. Stativ av gjutjärn, cylindrar av gjuten mässing, den ena med skadat foder av trä. Armatur av metall, stativet grönmålat|||Erkännande-Dela lika|Sjöhistoriska museet|011024829329
S 2163|Föremål|Fartygsmodell|Metall, Trä||||||Karlsson, Anneli|Fru Signe Hammarbergs far|||||THOR|||||Lastfartyg, Lastångfartyg, Sjömansarbete, Sjömansmodell, Skonertriggat lastångfartyg|Fartygsmodell, hel i block av trä och metall, ångfartyget "Thor", skonertriggat med tre rår, stående och löpande rigg, tre lastbommar|||Erkännande-Dela lika|Sjöhistoriska museet|021025899164
S 2642|Föremål|Fartygsmodell|Metall, Kartong, Trä||||||Kristensson, Karolina||||||NEITHEA|||||Tankfartyg, Tankmotorfartyg|Fartygsmodell, hel i block av trä, kartong och metall, tankmotorfartyget "Neithéa", med styrbords sida öppen, visande last- och maskinrum samt hytter, gråmålat skrov med "isbrytarstäv" och mörkbrun botten|||Erkännande-Dela lika|Sjöhistoriska museet|011024829481
S 2643|Föremål|Fartygsmodell|Metall, Trä||||||Karlsson, Anneli|Kusk-Jensen, Jens|||||NYDAMBÅTEN|||||Arkeologiskt fynd, Drakskepp, Forntid, Förhistorisk, Nordisk, Skepp, Vikingatid|Båtmodell av "Nydambåten", hel spantbyggd av trä. Fartyget är klinkbyggt, 5 bordgångar på var sida, sammannitad med metallnaglar. 19 spant, 16 tofter ooh 15 par åror av varierande längd|||Erkännande-Dela lika|Sjöhistoriska museet|021025737691
S 2654|Föremål|Porträtt|Duk||||||Okänd fotograf||||||Holmers, Mathias|||||Kapten, Mathias Holmers, Ostindiska kompaniet|Ram: Förgylld|Holmertz, Matthias, Kapten, Porträtt||Utgången skyddstid|Sjöhistoriska museet|021025884170
S 2701|Föremål|Fartygsporträtt|Papper under glas||||||Okänd fotograf||||||KUNG OSCAR|||||Brigg, Fyr, Kyrka, Unionsflagga|Ram: Guldbronserad, ornerad|Brigg, Fartygsporträtt, Kaptenstavla, Kust, Kyrka, Stad, Text, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|011024829513
S 2715|Föremål|Fartygsporträtt|Kartong under glas|Pineda, José|||||Karlsson, Anneli||||||FRANS|||||Tremastad bark|Ram: Förgylld|Fartygsporträtt, Kaptenstavla, Kust, Signalflagga, Tremastad bark, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|021025915872
S 2910|Föremål|Fartygsmodell|Metall, Trä|||Wiman|||Karlsson, Anneli||||||WINAN|||||Projekt, Ubåt, Ubåtsprojekt, Wiman, Ångfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024829578
S 2911|Föremål|Fartygsmodell|Metall|||Wiman|||Kristensson, Karolina|||||||||||Projekt, Ubåt, Ubåt, projekt, Wiman, Ångfartyg|||Projekt till ubåt|Erkännande-Dela lika|Sjöhistoriska museet|011024829580
S 2918|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina||||||VOLLRATH THAM|||||Lastfartyg, Lastmotorfartyg, Lastångfartyg, Malmlastångare, Malmlastångfartyg|Modell av lastfartyg. Två master, tretton lastrumsluckor, tio elektriska kranar, fyra livbåtar. Brygga midskepps, maskin akterut. Svart skorsten med L.O. i gult. Ursprungligen ångfartyg|||Erkännande-Dela lika|Sjöhistoriska museet|011024829586
S 2921|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina||||||O.A. BRODIN|||||Lastfartyg, Lastångfartyg, Ångfartyg|Fartygsmodell hel i block av trä och metall, riggat med två master och fyra fyrkantiga pålmaster, vardera med lastbom, midskepps midskeppshus och kommandobrygga, på poopen däckshus, på för- och akterdäck vinterdäckslast av sågat virke, tre båtar i dävertar. Svartmålat skrov med rak stäv, röd bottenfärg|||Erkännande-Dela lika|Sjöhistoriska museet|011024829590
S 2922|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina||||||B.G. KRONBERG|||||Lastfartyg, Lastångfartyg, Ångfartyg|Helmodell av lastångfartyget B.G. Kronberg förande sommardäckslast av sågat virke. Rak stäv, midskeppshus kommandobrygga,3 båtar i dävertar, poopdäck med däckshus, svart skorsten med 3 vita band och en cirkel, 4 master bommar.Svart skrov med rödbrun botten i två nyanser|||Erkännande-Dela lika|Sjöhistoriska museet|011024829607
S 2979|Föremål|Fartygsmodell|Textil, Trä||||||Karlsson, Anneli|||||||||||Blekingeeka|Båtmodell av blekingseka, riggad med sprisegel och fock. 2 tofter och svängd aktertoft. 2 par åror, 275 resp 295 mm långa. 6 lösa durkar. Båtshake, 217 mm lång, roder med svängd rorkult samt öskar||Blekingeeka|Erkännande-Dela lika|Sjöhistoriska museet|021025737692
S 3049|Föremål|Modell|||||||Karlsson, Anneli|||||||||||Södra Varvet, Varv|Modell av Södra varvet i Stockholm såsom det såg ut 1781||Södravarvet|Erkännande-Dela lika|Sjöhistoriska museet|011024829635
S 3054|Föremål|Fartygsporträtt||Cedergren, Per Wilhelm|||||Jonson, Johan|||||1854|THEODOR DILL|||||3-mastad bark, Gummesson, Långholmsvarvet|Ram: Förgylld Duk i kilram|Bark, Besättning på däck, Besättningsmän, Dover, Fartygsporträtt, Kaptenstavla, Kust, Neptuniordens vimpel, Rår, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|011024829644
S 3086|Föremål|Fartygsmodell|Furu, Trä||||||Karlsson, Anneli|||||||||||Flotte, Mudderfartyg, Flotte, Mudderverk|Modell av furu, betsad. Flotte, tudelad, jämte mudderskopa och liggande spel. Dubbla pollare i alla hörn samt två pumpar på flotten||Mudderfartyg|Erkännande-Dela lika|Sjöhistoriska museet|021025899713
S 3092|Föremål|Fartygsmodell|Textil, Trä||||||Kristensson, Karolina|Weerner, R.||||||||||Holk|Fartygsmodell av medeltida holk, i block av trä, urholkad. Bordläggning och däck pålagda. 3 master med vardera ett råsegel, därjämte ett toppsegel på stormasten. Stridsmärsar på alla master. 2 spantbyggda båtar, resp. 20,6 och 16,8 cm långa||Holk|Erkännande-Dela lika|Sjöhistoriska museet|011024829655
S 3414|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina||||||ARCTURUS|||||Lastångfartyg, Handelsfartyg|Fartygsmodell, hel i block av trä och metall, lastångfartyget "Arcturus" av Torö, förande sommardäckslast av koks; svartmålat skrov med rak stäv, röd bottten; vita däckshus midskepps och akter, svart skorsten med 3 vita band och en j cirkel, 4 par fyrsida bomposter, midskepps 4 vita livbåtar (en eka) i dävertar|||Erkännande-Dela lika|Sjöhistoriska museet|011024829728
S 3420|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Granholm, J.||||1782 ?|KARLSHAMN|||||Ostindiefarare, Ostindieskepp, Handelsfartyg|Fartygsmodell, ostindieskepp, origgad. bordlagd på spant med däcksinredning, roder och 6 kanonportar i brädgången å var sida. Förgylld galjon, mansfigur och galjonskorg. Galjonsfiguren i helfigur i kragstövlar, långrock och trekantig hatt, helt. Akterspegel med förgylld dekor. Fernissad med svart berghult, vit botten, blå reling och akterspegel med förgyllningar. Brädgången insida, spel, valv och fönsterramar rödmålade. Fernissade däck och däcksluckor. Föröver 3 lastluckor. Bråspel på backen, klock- galge, skotstall jämte betingar, rödmålade. 6 fönster i akterspegeln, 2 på var låring, alla svarta med röda spröjsverk. I backbrädet målat förgyllt ornament. Utan rundhult och rigg. Stativ: fernissat skrå. Längd ö.a. 760 mm|||Erkännande-Dela lika|Sjöhistoriska museet|011024829734
S 3612|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Victor Carlson Gökalund|||||NYDAMBÅTEN|||||Allmogebåt, Arkeologiskt fynd, Bruksbåt, Roddfartyg|Fartygsmodell, vattenlinjemodell, hel, i "block av trä. "Nydambåten" (350 e.Kr), brunmålat skrov med höga för- och akterstävtimmer, fast sidoroder, 15 tofter, 15 par årtullar, 15 par åror. Längd i vattenlinjens 10,0 cm.Föremålets form: Vattenlinjemodell|||Erkännande-Dela lika|Sjöhistoriska museet|011024829745
S 4951.B|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1941|KALMARFYND V|||||Handelsfartyg, Lastskuta, Medeltida, Segelfartyg|Fartygsmodell. Lastskuta från 1500-talet, klinkbyggd med sjutton bord på var sida, odäckad med back och akterdäck. Skrovet betsat ljust och mörkt. Pump och roder, röstjärn av trä, ankare och riggad mast|||Erkännande-Dela lika|Sjöhistoriska museet|011024830027
S 4963.B|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Lauritz Osgaard & Sophus Olsen modellbyggeri|Svensson, Sam|Wahlström, Oscar||1935|NORRLAND|||||Hjulångare, Hjulångare med hjälpsegel|Modell av hjulångaren Norrland. Fullständigt spantbyggd av trä med styrbords sida öppen. Helt utrustad med rigg och segel, rörlig ångmaskin och inredning med kojer. Träarbetet omålat, svart fartygsbotten. Tre koniska skylight av mässing, två lösa båtar, två sjömän - kapten och rorsman. Skala: 1:32. L.ö.a. 109 cm. Bredd: 79 cm|||Erkännande-Dela lika|Sjöhistoriska museet|021025738884
S 5027|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Lauritz Osgaards Modellbyggeri|||||SILVA|||||3-mast skonarriggat lastmotorfartyg, Motorlastfartyg, skonarriggad, Tremastad skonare|Modellen har SB sida uppskuren och är riggad med segel|||Erkännande-Dela lika|Sjöhistoriska museet|011024830050
S 5043|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Lauritz Osgaards Modellbyggeri|||||LENA BRODIN|||||Ångfartyg, Ånglastfartyg|Fartygsmodell. ångfartyget Lena av Stockholm, i block av trä, fullt utrustad, styrbords sida öppen, visande maskin- ooh lastrum. Ettans lastrum tomt, de övriga lastade med styckegods, ettans ooh fyrans luckor öppnade. Inbyggd brygga, två master, två pålmaster, bunkerluckan akter om oval skorsten|||Erkännande-Dela lika|Sjöhistoriska museet|011024830056
S 5780|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1948|BARON ANDERS von HÖPKEN|||||Kat, Katt, Kattskepp, Segelfartyg|6 sjömän (av bly) på däck. Monterad på sjöplatta av skulpterat trä|||Erkännande-Dela lika|Sjöhistoriska museet|021025810741
S 5831|Föremål|Fartygsmodell|||||||Kristensson, Karolina|Åkerlund, Harald||||1948 - 1950||||||Galeas|||Galeas|Erkännande-Dela lika|Sjöhistoriska museet|011024830231
S 5895|Föremål|Fartygsmodell|Ek||||||Kristensson, Karolina||||||SYLVIA|||||2-mast skonare, Skonare, Tvåmastad slätskonare|2-mastad skonare, Sylvia av Nargö , bordlagd av ek på spant, fullt utrustad. Lucka midskepps, däckshus akteröver. Eka i dävertar akter. Riggad med stående gafflar, utan segel. Helt fernissad|||Erkännande-Dela lika|Sjöhistoriska museet|011024830252
S 5914|Föremål|Fartygsmodell|||||||Kristensson, Karolina||||||NATHALIA|||||3-mast bramsegelskonert, Segelfartyg|Fartygsmodell. 3-mastade bramsegelskonerten "NathaIia av Marstal", bordlagd på spant, fullt utrustad, utan segel|||Erkännande-Dela lika|Sjöhistoriska museet|011024830262
S 6024|Föremål|Fartygsmodell|||||||Karlsson, Anneli||||||MAGNE|||||Förskepp|Modell av förskepp, från förstäv till mitten av l:ans lucka, byggd av metall, styrbords sida borttagen, visande konstruktionen med bottenstockar, spant, tanktak, skott och däck|||Erkännande-Dela lika|Sjöhistoriska museet|021025738837
S 6072|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina||||||PERU|||||Brigg|Fartygsmodell, brigg "Peru", hel, i block av trä, fullt riggad och utrustad, utan segel|||Erkännande-Dela lika|Sjöhistoriska museet|011024830300
S 6135|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1954 - 1955|FALSTERBOFYNDET|||||Arkeologiskt fynd, Medeltid, Rekonstruktion, Äldre medeltid, Enmastat fraktsegelskepp, Segelfartyg|Fartygsmodell av oxelträ, rekonstruktion av Falsterbofyndet, från äldre medeltid. Skrov utfört i två halvor, limmade, bordläggningen skuren. Ankare med tåg och vakare. Träet betsat i tjärfärg|||Erkännande-Dela lika|Sjöhistoriska museet|021025738636
S 6136|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1954|KALMARFYND I|||||Arkeologiskt fynd, Medeltid , Rekonstruktion av 1-mastat medeltida fraktskepp efter arkeologiskt fynd, Segelfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|021025899838
S 6137|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1955|KALMARFYND IV|||||Arkeologiskt fynd, Medeltid , Rekonstruktion, Fraktskep, Segelfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|021025899856
S 6138|Föremål|Fartygsmodell|Oxelträ||||||Karlsson, Anneli|Åkerlund, Harald||||1954|KALMARFYND V|||||Arkeologiskt fynd, Medeltid , Rekonstruktion, Fraktskepp, Segelfartyg|Kalmarfynd V, skepp från slutet av medeltiden|||Erkännande-Dela lika|Sjöhistoriska museet|021025899870
S 6139|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Åkerlund, Harald||||1953|HJORTSPRINGSBÅTEN|||||Arkeologiskt fynd, Rekonstruktion, Roddbåt, Roddskepp|Modell av oxelträ, Hjortspringsbåten|||Erkännande-Dela lika|Sjöhistoriska museet|021025738647
S 6141|Föremål|Fartygsmodell|Oxelträ||||||Karlsson, Anneli|Åkerlund, Harald||||1953|STORA KVALSUNDSBÅTEN|||||Arkeologiskt fynd, Gravskepp, Rekonstruktion, Roddskepp, Roddbåt|Fartygsmodell av oxelträ, rekonstruktion av "Stora Kvalsundsbåten, utgrävd 1920", daterad till 400-700 e.Kr.. Skrov utfört i två halvor med limfog genom köl och stävar|||Erkännande-Dela lika|Sjöhistoriska museet|021025738658
S 6142|Föremål|Fartygsmodell|Oxelträ||||||Karlsson, Anneli|Åkerlund, Harald||||1954|VALSGÄRDE BÅT 2|||||Arkeologiskt fynd, Gravskepp, Rekonstruktion, Roddskepp, Roddbåt|Rekonstruktion av gravbåt nr 2 från gravfältet vid Valsgärde i Uppland utgrävt 1928. Skrov utfört i två halvor med limfog genom köl och stävar, bordläggningen skuren på såväl in- som utsidan. Klamparna på borden pålimmade. Håarna av grankvistar med självvuxen knagge, fastbundna med svartoxiderad suturtråd. Skrovet betsat i tjärfärg. Inredning: 5 tofter, 4 åror samt styråra|||Erkännande-Dela lika|Sjöhistoriska museet|011024830315
S 6153|Föremål|Fartygsmodell|||||||Karlsson, Anneli|||||1958|HERRESTRUPTYPEN|||||Flotte, Rekonstruktion från skeppsbild, Herrestruptypen, Skeppsbild||||Erkännande-Dela lika|Sjöhistoriska museet|021025915880
S 6154|Föremål|Fartygsmodell|||||||Karlsson, Anneli|||||1955|BREDARÖRTYPEN|||||Flotte, Rekonstruktion från skeppsbild, Skeppsbild|Modell av flotte, rekonstruktion av "Bredarötypen", skeppsbild från Bredarör invid Kivik, Skåne. Flytkropp av 9 raka, i ändarna svagt uppböjda stockar, sammanhållna av 3 tvärbalkar och två plattforms stöttor. Plattformen består av tvärgående ribbor uppburna av tre längsgäende spärrar varav den mittersta, utskjutande, avslutas med djurhuvud|||Erkännande-Dela lika|Sjöhistoriska museet|021025738662
S 6155|Föremål|Fartygsmodell|||||||Karlsson, Anneli|Konga, Waldemar||||1953|BJÖRKEBÅTEN|||||Arkeologiskt fynd, Rekonstruktion, Rekonstruktion av roddbåt efter arkeologiskt fynd, Roddbåt|Rekonstruktion av "Björkebåten", utgrävd 1947. Båten, ca 7,2 meter lång och 1,24 m bred är daterad till omkr. 100 e Kr|||Erkännande-Dela lika|Sjöhistoriska museet|011024830322
S 6156|Föremål|Fartygsmodell|Oxelträ||||||Karlsson, Anneli|Konga, Waldemar||||1955|NYDAMBÅTEN|||||Arkeologiskt fynd, Rekonstruktion, Rekonstruktion av roddbåt efter arkeologiskt fynd, Roddbåt|Fartygsmodell i oxelträ, rekonstruktion av "Nydamskeppet". Byggd med nitade bord, kölplanka och 5 bordgångar. Håarna och spanten bundna med suturtråd. Klampar limmade på borden och bottenplankan. Ett antal (14 st.) åror samt sidoroder. Fullt utrustad med 15 tofter samt akterdäck|||Erkännande-Dela lika|Sjöhistoriska museet|011024830323
S 6158|Föremål|Fartygsmodell|||||||Karlsson, Anneli|Åkerlund, Harald||||1955|KALMARFYND II|||||Fraktfartyg, Medeltid, Rekonstruktion, Rekonstruktion av medeltida fraktfartyg|Kalmarfynd II, rekonstruktion av medeltida skepp (möjligen 1300-tal) utgrävt 1933. Skrov i två halvor med limfog genom köl och stävar,bordläggningen skuren på såväl in- som utsidan|||Erkännande-Dela lika|Sjöhistoriska museet|021025899897
S 6230|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Westberg, Fritz||||ca 1930|COUNTY OF CAITHNESS|||||4-mastad fullriggare|Modell av 4-mastade fullriggaren COUNTY OF CAITHNESS av Glasgow , fullt riggad och utrustad, men utan segel. Gråmålat skrov med svart brädgång, röd botten|||Erkännande-Dela lika|Sjöhistoriska museet|011024830345
